VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,VIOLATION_TEXT,REMEDIAL_TEXT,TABLE_NAME,EXPIRED_FLAG,DATE_EXPIRED,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,FEE_SETUP_ID
948,1,BBR16,Payment Types Accepted,"All application fees for beer permits and beer privilege taxes, must be paid in cash, cashier’s check, certified check, debit card or credit card.  All such payments will be tendered at the time the application or renewal is accepted by the administrative offices of the Metropolitan Beer Permit Board.",NULL,NULL,N,NULL,10635,01:37.1,NULL,NULL,NULL
949,1,BBR17,Crimes of moral turpitude,The Metropolitan Beer Permit Board recognizes the following crimes to be crimes of moral turpitude:  ,,,,,,,,,
"Premeditated murder, all sex related crimes, selling of Schedule 1 and 2 controlled substances illegally, and fraud and/or embezzlement.  For purposes of this Rule, the Board recognizes the identification of Schedule 1 and 2 substances as defined by Tennessee Code Annotated sections 39-17-406 and 39-6-408, respectively.",NULL,NULL,N,NULL,10635,02:29.6,NULL,NULL,NULL,,,,
950,1,BBR18,Health Department,"Upon making application for a beer permit from the Metropolitan Beer Permit Board, applicants shall present written verification of compliance with pertinent Metropolitan Davidson County Health Department ordinances and regulations.  The required health approval documentation should be presented to the Metropolitan Beer Permit Board administrative offices before Board consideration of a pending application.  Failure to provide documents verifying health department approval may result in automatic deferral of applications until said document has been provided by the applicant.  It is the responsibility of the applicant to ensure that documents verifying Metropolitan Health Department approval are provided to the Metropolitan Beer Permit Board administrative offices.",NULL,NULL,N,NULL,10635,03:29.1,NULL,NULL,NULL
951,1,BBR19,Fire Marshal,"Upon making application for an on-sale beer permit from the Metropolitan Beer Permit Board, applicants shall present written verification of compliance with pertinent Metropolitan Davidson County Fire Marshal’s ordinances and regulations.  The required Fire Marshal’s approval documentation should be presented to the Metropolitan Beer Permit Board administrative offices before Board consideration of a pending application. ",,,,,,,,,
Failure to provide documents verifying Fire Marshal’s approval may result in automatic deferral of applications until said document has been provided by the applicant.  It is the responsibility of the applicant to ensure that documents verifying metropolitan Fire Marshal’s approval are provided to the Metropolitan Beer Permit Board administrative offices.,NULL,NULL,N,NULL,10635,04:10.2,NULL,NULL,NULL,,,,
952,1,BBR21,Surrender permits,"Permittees shall surrender their permits, in person, at the offices of the Metropolitan Beer Permit Board, during its business hours, immediately following the termination of their association with the business or location for which the permit(s) have been issued, except as provided by sections 5-1-23(f) & 5-1-23.3(i) of the Metropolitan Code of Laws or except in cases of death, illness, absence from the Metropolitan Government area, or similar circumstances.",NULL,NULL,N,NULL,10635,04:56.4,NULL,NULL,NULL
953,1,BBR22,Complaints filed in writing,"All complaints requested to be heard by the Metropolitan Beer Permit Board shall be filed in writing with the Executive Director of the Metropolitan Beer Permit Board.  Such complaints shall consist of the name, address and telephone number of the person or persons making the complaint and the name, address, telephone number, and nature of the complaint of the alleged offending party.",NULL,NULL,N,NULL,10635,05:39.8,NULL,NULL,NULL
954,1,BBR24,Old or New Location,"An old location is any location that has had an on-sale or off-sale beer permit within the thirty (30) calendar days prior to the filing of an application for, or for any renewal of, a beer permit. A new location is any location that has not had an on-sale or off-sale beer permit within the thirty (30) calendar days prior to the filing of an application for, or for any renewal of, a beer permit.",NULL,NULL,N,NULL,10635,06:28.6,NULL,NULL,NULL
955,1,BBR26,Applications 10 days prior,Rule 26,,,,,,,,,
All applications for beer permits must be filed at the office of the Metropolitan Beer Board at least ten (10) business days prior to the date of hearing by the Board.,,,,,,,,,,,,,
"This amended rule supersedes and replaces the Rule 26 that was adopted on March 24, 1992, Rule 7 that was adopted on July 26, 1988, and the rule that was adopted on June 24, 1992.",NULL,NULL,N,NULL,10635,28:13.1,NULL,NULL,NULL,,,,
956,1,BBR28,Cannot surrender to avoid penalties,"A permit holder may not avoid a hearing or probation, suspension, or revocation of a permit by surrendering the permit. In the event of surrender of a permit, the Beer Board shall retain its authority to take action on any alleged violation that may have occurred prior to the surrender of a permit.",NULL,NULL,N,NULL,10635,29:30.8,NULL,NULL,NULL
957,1,BBR29,Cannot temporary permits with complaints,Temporary permits shall not be issued by the Executive Director to any applicant or for any location that has a complaint by a beer inspector or law enforcement officer or a citation pending before the beer board. ,,,,,,,,,
"However, in the event of a complete change in ownership, when the former owner has relinquished all of his interest in the location at issue, a temporary permit may be granted to the new owner of a location if no violation is pending against him and if he meets all the requirements for obtaining a permit.",NULL,NULL,N,NULL,10635,30:56.3,NULL,NULL,NULL,,,,
959,1,BBR30,Grandfathered,"1. The grandfather clause of Ordinance 092-246, as amended, is interpreted as follows: A business is grandfathered if, (a)  it had a beer permit in effect on the effective date of the ordinance (May 26, 1992), or; (b)  a business did not have a beer permit in effect on the effective date of the ordinance, but had one prior to the effective date of the ordinance, and the period between the last effective date of the prior permit and the date that a new application is filed does not exceed three hundred sixty-five (365) days. The time period is calculated as follows: the first day counted is the day after the last effective date of the permit, and the last day counted is the day that the application for a new permit is filed. If, however, the prior permit was granted after January 1, 1992, and was not subject to any distance requirement, the business shall not be grandfathered.",,,,,,,,,
"Any business grandfathered under either of the foregoing shall continue to be grandfathered so long as a beer permit remains 'in effect without a lapse of more than three hundred sixty-five (365) days, even if there is a change of ownership. The period without a permit (lapse) is counted as follows: the first day counted is the day after expiration of the prior permit and the last day counted is the day that the application for a new annual permit is filed.",,,,,,,,,,,,,
"2. The distance requirements do not apply to a retailer on-premises (on sale) permit that is: (1) for an establishment that is located in an MUL zoning district, as determined by Codes Administration, (2) that is obtained prior to April 30, 1993, and (3) that is for an establishment for which more than fifty percent (50%) of the gross sales are derived from the sale of food, excluding sales of alcoholic beverages. A retailer on-premises permit that is exempt from the distance requirements in accordance with the foregoing remains exempt so long as it remains in effect without a lapse of more than three hundred sixty five (365) days",NULL,NULL,N,NULL,10635,37:16.5,NULL,NULL,NULL,,,,
960,1,BBR31,Expanded premises,"No permittee shall expand the premises for which a permit to sell beer has been previously granted beyond the premises described in the permit application. A permit may be issued for the entirety of any expanded premises or for each of the separate contiguous premises operated by the permittee at the expanded premises only upon proper application by owner and surrender of the permit previously issued at the premises. Beer may not be sold on any premises for which a permit has not been issued. Any new permit(s) shall be issued only following an inspection by a beer permit inspector to insure the expanded premises are in compliance with all laws of the State of Tennessee and the Code of the Metropolitan Government of Nashville and Davidson County governing the sale of beer, and to insure the expanded premises are not inimical to the public health, safety, and morals of the inhabitants of Metropolitan Nashville and Davidson County. Payment of all application fees for each beer permit issued at the expanded premises is required.",NULL,NULL,N,NULL,10635,38:33.5,NULL,NULL,NULL
